codeleccion,deseleccion,coddepartamento,desdepartamento,coddistrito,desdistrito,codzona,deszona,codlocal,deslocal,mesa,tipo,id_credencial
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,9,NORMAL,68141340
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,10,NORMAL,64560622
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,11,NORMAL,50707353
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,12,NORMAL,64760605
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,13,NORMAL,42179189
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,14,NORMAL,97007871
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,15,NORMAL,29960211
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,16,NORMAL,35139270
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,17,NORMAL,91270741
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,18,NORMAL,76842629
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,19,NORMAL,10240136
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,20,NORMAL,35270646
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,21,NORMAL,96629085
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,22,NORMAL,48214854
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,23,NORMAL,84829081
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,24,NORMAL,99837127
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,25,NORMAL,94165410
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,26,NORMAL,48398699
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,18,18-CNEL. JUAN A. ESCURRA,1,1-COLEGIO NACIONES UNIDAS,27,NORMAL,59220516
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,19,19-EMILIO V. DIAZ DE VIVAR,1,1-COLEGIO NACIONAL PRESIDENTE CHAVEZ,1,NORMAL,60865185
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,19,19-EMILIO V. DIAZ DE VIVAR,1,1-COLEGIO NACIONAL PRESIDENTE CHAVEZ,2,NORMAL,77022639
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,19,19-EMILIO V. DIAZ DE VIVAR,1,1-COLEGIO NACIONAL PRESIDENTE CHAVEZ,3,NORMAL,86889155
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,19,19-EMILIO V. DIAZ DE VIVAR,1,1-COLEGIO NACIONAL PRESIDENTE CHAVEZ,4,NORMAL,25080056
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,19,19-EMILIO V. DIAZ DE VIVAR,1,1-COLEGIO NACIONAL PRESIDENTE CHAVEZ,5,NORMAL,85357790
195,ASOCIACIÓN NACIONAL REPUBLICANA,0,0-CAPITAL,0,0-ASUNCION,19,19-EMILIO V. DIAZ DE VIVAR,1,1-COLEGIO NACIONAL PRESIDENTE CHAVEZ,6,NORMAL,78887246
228,PARTIDO VERDE PARAGUAY,12,12-ÑEEMBUCU ,0,0-PILAR ,0,0-PILAR ,1,1-ESCUELA JUAN PABLO II,1,NORMAL,13311213
228,PARTIDO VERDE PARAGUAY,13,13-AMAMBAY,0,0-PEDRO J. CABALLERO,0,0-PEDRO J. CABALLERO,1,1-ESC. BASICA Nº 458 MARISCAL FRANCISCO SOLANO LOPEZ,1,NORMAL,51689509
228,PARTIDO VERDE PARAGUAY,14,14-CANINDEYU,13,13-SAN ISIDRO CURUGUATY,0,0-VILLA SAN ISIDRO CURUGUATY,1,1-ESC. PADRE VICENTE JOSE ORUE,1,NORMAL,17044699
228,PARTIDO VERDE PARAGUAY,15,15-PRESIDENTE HAYES,0,0-VILLA HAYES,0,0-VILLA HAYES,1,1-ESC. DR. RAUL PEÑA,1,NORMAL,23330964
228,PARTIDO VERDE PARAGUAY,16,16-ALTO PARAGUAY ,1,1-PUERTO CASADO,0,0-PUERTO CASADO,1,1-REGISTRO ELECTORAL DE PEURTO CASADO,1,NORMAL,27206771
228,PARTIDO VERDE PARAGUAY,17,17-BOQUERON ,1,1-LOMA PLATA,0,0-LOMA PLATA,1,1-REGISTRO ELECTORAL DE LOMA PLATA,1,NORMAL,47365952
229,PARTIDO PATRIOTAS INDEPENDIENTES,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,67732160
229,PARTIDO PATRIOTAS INDEPENDIENTES,1,1-CONCEPCION,0,0-CONCEPCION,0,0-CONCEPCION,1,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,NORMAL,81611515
229,PARTIDO PATRIOTAS INDEPENDIENTES,2,2-SAN PEDRO,13,13-GUAJAYVI,0,0-GUAJAYVI,1,1-ESC. BASICA N° 4804 SAN FELIPE B° SAN PEDRO ,1,NORMAL,75041198
229,PARTIDO PATRIOTAS INDEPENDIENTES,3,3-CORDILLERA,0,0-CAACUPE,0,0-CAACUPE,1,1-SALON MUNICIPAL CAACUPE,1,NORMAL,74054137
229,PARTIDO PATRIOTAS INDEPENDIENTES,4,4-GUAIRA,0,0-VILLARRICA,0,0-VILLARRICA,1,1-CENTRO REGIONAL DE EDUCACION CICLO 2,1,NORMAL,38078924
229,PARTIDO PATRIOTAS INDEPENDIENTES,5,5-CAAGUAZU,3,3-CAAGUAZU,0,0-CAAGUAZU,1,1-INSTITUTO DE FORMACION DOCENTE,1,NORMAL,67247198
229,PARTIDO PATRIOTAS INDEPENDIENTES,6,6-CAAZAPA,0,0-CAAZAPA,0,0-CAAZAPA,1,1-TINGLADO - EX. MUNICIPALIDAD DE CAAZAPA,1,NORMAL,35246419
229,PARTIDO PATRIOTAS INDEPENDIENTES,7,7-ITAPUA,0,0-ENCARNACION ,0,0-ENCARNACION ,1,1-ESCUELA BASICA N° 65 REPUBLICA DE ARGENTINA ,1,NORMAL,40505319
229,PARTIDO PATRIOTAS INDEPENDIENTES,8,8-MISIONES,0,0-SAN JUAN BAUTISTA,0,0-SAN JUAN BAUTISTA,1,1-COL. PEDRO P. PEÑA NRO. 237,1,NORMAL,79073263
229,PARTIDO PATRIOTAS INDEPENDIENTES,9,9-PARAGUARI,1,1-ACAHAY,0,0-ACAHAY,1,1-TINGLADO ASOCIACION DE PROFESORES,1,NORMAL,85190847
229,PARTIDO PATRIOTAS INDEPENDIENTES,10,10-ALTO PARANA,0,0-CIUDAD DEL ESTE,0,0-CIUDAD DEL ESTE,1,1-COL. ATANACIO RIERA AREA 1,1,NORMAL,59287716
229,PARTIDO PATRIOTAS INDEPENDIENTES,11,11-CENTRAL,1,1-CAPIATA,0,0-CAPIATA,1,1-COLEGIO POLITECNICO COOPERATIVA CAPIATA ,1,NORMAL,77754598
229,PARTIDO PATRIOTAS INDEPENDIENTES,12,12-ÑEEMBUCU ,0,0-PILAR ,0,0-PILAR ,1,1-ESCUELA JUAN PABLO II,1,NORMAL,23832124
229,PARTIDO PATRIOTAS INDEPENDIENTES,13,13-AMAMBAY,0,0-PEDRO J. CABALLERO,0,0-PEDRO J. CABALLERO,1,1-REGISTRO ELECTORAL DE PEDRO JUAN CABALLERO ,1,NORMAL,42797578
229,PARTIDO PATRIOTAS INDEPENDIENTES,14,14-CANINDEYU,13,13-SAN ISIDRO CURUGUATY,0,0-VILLA SAN ISIDRO CURUGUATY,1,1-ESC. PADRE VICENTE JOSE ORUE,1,NORMAL,48509878
229,PARTIDO PATRIOTAS INDEPENDIENTES,15,15-PRESIDENTE HAYES,0,0-VILLA HAYES,0,0-VILLA HAYES,1,1-ESC. DR. RAUL PEÑA,1,NORMAL,20272128
229,PARTIDO PATRIOTAS INDEPENDIENTES,16,16-ALTO PARAGUAY ,0,0-FUERTE OLIMPO,0,0-FUERTE OLIMPO ,1,1-REGISTRO ELECTORAL DE FUERTE OLIMPO,1,NORMAL,94663239
229,PARTIDO PATRIOTAS INDEPENDIENTES,17,17-BOQUERON ,0,0-FILADELFIA ,0,0-FILADELFIA ,1,1-COL TEC NACIONAL (ESC. AMISTAD),1,NORMAL,35595903
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-LOCAL PARTIDARIO PFPT,1,NORMAL,16408326
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,2,2-SAN PEDRO,31,31-YATAITY DEL NORTE,0,0-YATAITY DEL NORTE,1,1-ESC. GRAD. Nª 3398TTE MAURICIO JOSE TROCHE,1,NORMAL,59871211
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,3,3-CORDILLERA,0,0-CAACUPE,0,0-CAACUPE,1,1-SALON MUNICIPAL CAACUPE,1,NORMAL,32895249
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,4,4-GUAIRA,27,27-PASO YOBAI,0,0-PASO YOBAI,1,1-MUNICIPALIDAD DE LA CIUDAD,1,NORMAL,39503581
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,0,0-CORONEL OVIEDO,1,1-ESC. ALICIO PERALTA,1,NORMAL,29434011
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,6,6-CAAZAPA,1,1-ABAI,0,0-ABAI,1,1-REGISTRO ELECTORAL DE ABAI,1,NORMAL,23361728
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,6,6-CAAZAPA,13,13-SAN JUAN NEPOMUCENO,0,0-SAN JUAN NEPOMUCENO,1,1-COLEGIO JULIA ACOSTA DE GONZALEZ,1,NORMAL,95603152
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,8,8-MISIONES,3,3-SAN IGNACIO,0,0-SAN IGNACIO,1,1-ESC. BAS N°392 SANTO ANGEL  ,1,NORMAL,61290669
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,9,9-PARAGUARI,13,13-MBUYAPEY,0,0-MBUYAPEY,1,1-ESC. Nº361 JUAN FILARTIGA,1,NORMAL,36350545
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,10,10-ALTO PARANA,25,25-PRESIDENTE FRANCO,0,0-PRESIDENTE FRANCO,1,1-COL.NACIONAL PARAGUAY BRASIL,1,NORMAL,55739155
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,11,11-CENTRAL,27,27-SAN LORENZO,0,0-SAN LORENZO,1,1-ESC. BAS. 23 ESPAÑA,1,NORMAL,68849684
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,14,14-CANINDEYU,13,13-SAN ISIDRO CURUGUATY,0,0-VILLA SAN ISIDRO CURUGUATY,1,1-ESC. PADRE VICENTE JOSE ORUE,1,NORMAL,16589333
230,PARTIDO DEL FRENTE PATRIÓTICO TEETE,15,15-PRESIDENTE HAYES,0,0-VILLA HAYES,0,0-VILLA HAYES,1,1-ESC. DR. RAUL PEÑA,1,NORMAL,91087900
231,PARTIDO CRUZADA NACIONAL,0,0-CAPITAL,0,0-ASUNCION,0,0-ASUNCION,1,1-JUSTICIA ELECTORAL SEDE CENTRAL ,1,NORMAL,22879537
231,PARTIDO CRUZADA NACIONAL,1,1-CONCEPCION,0,0-CONCEPCION,0,0-CONCEPCION,1,1-ESC. PRESIDENTE FRANCO  (EX-ESC. NORMAL),1,NORMAL,95337948
231,PARTIDO CRUZADA NACIONAL,1,1-CONCEPCION,3,3-HORQUETA ,0,0-HORQUETA ,1,1-COLEGIO NACIONAL JORGE SEBASTIAN MIRANDA,1,NORMAL,56703635
231,PARTIDO CRUZADA NACIONAL,2,2-SAN PEDRO,0,0-SAN PEDRO DEL YCUAMANDYJU,0,0-SAN PEDRO DEL YCUAMANDYJU,1,1-ESCUELA N° 31 DON BRAULIO ZELADA ,1,NORMAL,16503312
231,PARTIDO CRUZADA NACIONAL,2,2-SAN PEDRO,2,2-25 DE DICIEMBRE ,0,0-25 DE DICIEMBRE ,1,1-TINGLADO MUNICIPAL,1,NORMAL,98177556
231,PARTIDO CRUZADA NACIONAL,2,2-SAN PEDRO,7,7-CHORE,0,0-CHORE,1,1-COLEGIO PARROQUIAL SAN JOSE OBRERO,1,NORMAL,37167192
231,PARTIDO CRUZADA NACIONAL,2,2-SAN PEDRO,9,9-GRAL. ELIZARDO AQUINO,0,0-GRAL. ELIZARDO AQUINO,1,1-TINGLADO MUNICIPAL,1,NORMAL,93589954
231,PARTIDO CRUZADA NACIONAL,2,2-SAN PEDRO,13,13-GUAJAYVI,0,0-GUAJAYVI,1,1-ESC. Nº 4801 VIRGEN DE LOURDES,1,NORMAL,76803028
231,PARTIDO CRUZADA NACIONAL,2,2-SAN PEDRO,16,16-LIBERACION,0,0-LIBERACION,1,1-ESCUELA SAN JORGE,1,NORMAL,54443831
231,PARTIDO CRUZADA NACIONAL,2,2-SAN PEDRO,21,21-SAN ESTANISLAO,0,0-SAN ESTANISLAO,1,1-COLEGIO NACIONAL SEBASTIAN YEGROS ,1,NORMAL,79024718
231,PARTIDO CRUZADA NACIONAL,2,2-SAN PEDRO,24,24-SANTA ROSA DEL AGUARAY,0,0-STA.ROSA DEL AGUARAY,1,1-ESCUELA BASICA Nº 4995 SANTO DOMINGO DE GUZMAN DE SANTA ROSA,1,NORMAL,79348783
231,PARTIDO CRUZADA NACIONAL,3,3-CORDILLERA,0,0-CAACUPE,0,0-CAACUPE,1,1-SALON MUNICIPAL CAACUPE,1,NORMAL,95251320
231,PARTIDO CRUZADA NACIONAL,3,3-CORDILLERA,13,13-EUSEBIO AYALA,0,0-EUSEBIO AYALA,1,1-REGISTRO ELECTORAL EUSEBIO AYALA,1,NORMAL,79202283
231,PARTIDO CRUZADA NACIONAL,3,3-CORDILLERA,27,27-PIRIBEBUY,0,0-PIRIBEBUY,1,1-REGISTRO ELECTORAL DE PIRIBEBUY,1,NORMAL,31956679
231,PARTIDO CRUZADA NACIONAL,3,3-CORDILLERA,29,29-SAN BERNARDINO,0,0-SAN BERNARDINO ,1,1-CASA DE LA CULTURA MUNICIPAL ,1,NORMAL,35301250
231,PARTIDO CRUZADA NACIONAL,4,4-GUAIRA,0,0-VILLARRICA,0,0-VILLARRICA,1,1-MUNICIPALIDAD DE VILLARRICA ,1,NORMAL,33221032
231,PARTIDO CRUZADA NACIONAL,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,0,0-CORONEL OVIEDO,1,1-ESC. ALICIO PERALTA,1,NORMAL,25912966
231,PARTIDO CRUZADA NACIONAL,5,5-CAAGUAZU,1,1-3 DE FEBRERO,0,0-3 DE FEBRERO,1,1-REGISTRO ELECTORAL DE 3 DE FEBRERO,1,NORMAL,58852365
231,PARTIDO CRUZADA NACIONAL,5,5-CAAGUAZU,3,3-CAAGUAZU,0,0-CAAGUAZU,1,1-INSTITUTO DE FORMACION DOCENTE,1,NORMAL,19719539
231,PARTIDO CRUZADA NACIONAL,5,5-CAAGUAZU,25,25-REPATRIACION,0,0-REPATRIACION,1,1-LICEO NACIONAL CHACORE ,1,NORMAL,11560721
