codeleccion,deseleccion,coddepartamento,desdepartamento,coddistrito,desdistrito,codzona,deszona,codlocal,deslocal,mesa,tipo,id_credencial
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,259,259-J. A. SALDIVAR N°1,3,3-COL. HEROES DEL CHACO,20,NORMAL,55062666
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,259,259-J. A. SALDIVAR N°1,3,3-COL. HEROES DEL CHACO,21,NORMAL,71383670
209,PARTIDO PATRIA QUERIDA,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,259,259-J. A. SALDIVAR N°1,3,3-COL. HEROES DEL CHACO,22,NORMAL,28013760
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,1,NORMAL,93098986
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,2,NORMAL,49024052
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,3,NORMAL,48683951
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,4,NORMAL,16802115
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,5,NORMAL,30560008
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,6,NORMAL,30752412
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,7,NORMAL,65063669
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,8,NORMAL,93988192
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,9,NORMAL,21129002
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,10,NORMAL,69671871
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,11,NORMAL,57055933
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,12,NORMAL,50803189
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,13,NORMAL,22098103
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,14,NORMAL,70919387
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,15,NORMAL,38067304
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,16,NORMAL,71262322
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,17,NORMAL,13059882
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,11,11-J. AUGUSTO SALDIVAR,438,438-J. A. SALDIVAR N°2,501,501-ESC. GDA. 883 CNEL. FELIPE TOLEDO,18,NORMAL,38899966
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,1,NORMAL,15833939
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,2,NORMAL,82241456
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,3,NORMAL,27702282
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,4,NORMAL,53898001
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,5,NORMAL,51417130
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,6,NORMAL,36728956
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,7,NORMAL,42690935
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,8,NORMAL,39643714
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,9,NORMAL,61084969
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,10,NORMAL,26297048
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,11,NORMAL,68136239
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,12,NORMAL,96587208
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,13,NORMAL,42883803
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,14,NORMAL,48340104
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,15,NORMAL,92648886
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,16,NORMAL,92606606
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,17,NORMAL,52255315
194,PARTIDO LIBERAL RADICAL AUTENTICO,11,11-CENTRAL,13,13-LAMBARE,260,260-LAMBARE Nº3,5,5-ESC. CARMEN ACHUCARRO,18,NORMAL,56439276
209,PARTIDO PATRIA QUERIDA,0,0-CAPITAL,0,0-ASUNCION,20,20-ZONA 20 - PINOZA,6,6-COL. NAC. BERNARDINO CABALLERO,8,NORMAL,94288255
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,21,21-ZONA 21 - MBURICAO,23,23-ESC.NAC. RCA. DE CHILE,1,NORMAL,93523260
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,21,21-ZONA 21 - MBURICAO,23,23-ESC.NAC. RCA. DE CHILE,2,NORMAL,81755224
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,21,21-ZONA 21 - MBURICAO,23,23-ESC.NAC. RCA. DE CHILE,3,NORMAL,58627937
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,21,21-ZONA 21 - MBURICAO,23,23-ESC.NAC. RCA. DE CHILE,4,NORMAL,37472577
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,22,22-ZONA 22 - VISTA ALEGRE,30,30-COL. VERBO DIVINO,1,NORMAL,80870484
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,22,22-ZONA 22 - VISTA ALEGRE,30,30-COL. VERBO DIVINO,2,NORMAL,94006746
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,22,22-ZONA 22 - VISTA ALEGRE,30,30-COL. VERBO DIVINO,3,NORMAL,44493781
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,22,22-ZONA 22 - VISTA ALEGRE,30,30-COL. VERBO DIVINO,4,NORMAL,75385906
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,22,22-ZONA 22 - VISTA ALEGRE,30,30-COL. VERBO DIVINO,5,NORMAL,84899966
209,PARTIDO PATRIA QUERIDA,0,0-CAPITAL,0,0-ASUNCION,22,22-ZONA 22 - VISTA ALEGRE,30,30-COL. VERBO DIVINO,6,NORMAL,52132205
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,23,23-ZONA 23 - NAZARETH,14,14-TINGLADO PARROQ. VIRGEN DE NAZARETH,1,NORMAL,56929476
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,23,23-ZONA 23 - NAZARETH,14,14-TINGLADO PARROQ. VIRGEN DE NAZARETH,2,NORMAL,14648778
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,23,23-ZONA 23 - NAZARETH,14,14-TINGLADO PARROQ. VIRGEN DE NAZARETH,3,NORMAL,78660896
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,24,24-ZONA 24 - RECOLETA,22,22-COL. DR. ALVARIN ROMERO,1,NORMAL,90997687
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,24,24-ZONA 24 - RECOLETA,22,22-COL. DR. ALVARIN ROMERO,2,NORMAL,85053234
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,24,24-ZONA 24 - RECOLETA,22,22-COL. DR. ALVARIN ROMERO,3,NORMAL,52013468
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,24,24-ZONA 24 - RECOLETA,22,22-COL. DR. ALVARIN ROMERO,4,NORMAL,99928964
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,24,24-ZONA 24 - RECOLETA,22,22-COL. DR. ALVARIN ROMERO,5,NORMAL,98467997
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,24,24-ZONA 24 - RECOLETA,22,22-COL. DR. ALVARIN ROMERO,6,NORMAL,59761908
209,PARTIDO PATRIA QUERIDA,0,0-CAPITAL,0,0-ASUNCION,24,24-ZONA 24 - RECOLETA,22,22-COL. DR. ALVARIN ROMERO,7,NORMAL,56263009
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,25,25-ZONA 25 - VILLA MORRA,17,17-ESC. REPUBLICA DE PANAMÁ,1,NORMAL,76638551
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,25,25-ZONA 25 - VILLA MORRA,17,17-ESC. REPUBLICA DE PANAMÁ,2,NORMAL,90094373
209,PARTIDO PATRIA QUERIDA,0,0-CAPITAL,0,0-ASUNCION,25,25-ZONA 25 - VILLA MORRA,17,17-ESC. REPUBLICA DE PANAMÁ,3,NORMAL,23882646
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,26,26-ZONA 26 - YCUA SATI,27,27-COL. ROBERTO SHAERER,1,NORMAL,86815339
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,26,26-ZONA 26 - YCUA SATI,27,27-COL. ROBERTO SHAERER,2,NORMAL,91282273
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,27,27-ZONA 27 - SAN CRISTOBAL,4,4-COL.PRIV.SAN CRISTOBAL,1,NORMAL,90703496
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,27,27-ZONA 27 - SAN CRISTOBAL,4,4-COL.PRIV.SAN CRISTOBAL,2,NORMAL,25715906
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,27,27-ZONA 27 - SAN CRISTOBAL,4,4-COL.PRIV.SAN CRISTOBAL,3,NORMAL,17089493
209,PARTIDO PATRIA QUERIDA,0,0-CAPITAL,0,0-ASUNCION,27,27-ZONA 27 - SAN CRISTOBAL,4,4-COL.PRIV.SAN CRISTOBAL,4,NORMAL,30418526
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,28,28-ZONA 28 - MCAL. ESTIGARRIBIA,8,8-COL.NAC. CAP. PEDRO J. CABALLERO,1,NORMAL,48130358
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,28,28-ZONA 28 - MCAL. ESTIGARRIBIA,8,8-COL.NAC. CAP. PEDRO J. CABALLERO,2,NORMAL,29130864
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,28,28-ZONA 28 - MCAL. ESTIGARRIBIA,8,8-COL.NAC. CAP. PEDRO J. CABALLERO,3,NORMAL,98820152
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,28,28-ZONA 28 - MCAL. ESTIGARRIBIA,8,8-COL.NAC. CAP. PEDRO J. CABALLERO,4,NORMAL,87538428
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,28,28-ZONA 28 - MCAL. ESTIGARRIBIA,8,8-COL.NAC. CAP. PEDRO J. CABALLERO,5,NORMAL,92055356
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,29,29-ZONA 29 - CAAGUY RORY,3,3-COL. NAC. DR. EUDORO CACERES,1,NORMAL,74817660
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,29,29-ZONA 29 - CAAGUY RORY,3,3-COL. NAC. DR. EUDORO CACERES,2,NORMAL,15615398
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,29,29-ZONA 29 - CAAGUY RORY,3,3-COL. NAC. DR. EUDORO CACERES,3,NORMAL,79115133
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,29,29-ZONA 29 - CAAGUY RORY,3,3-COL. NAC. DR. EUDORO CACERES,4,NORMAL,86819064
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,29,29-ZONA 29 - CAAGUY RORY,3,3-COL. NAC. DR. EUDORO CACERES,5,NORMAL,60939766
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,30,30-ZONA 30 - TERMINAL,16,16-COL. VIRGEN STELA MARYS,1,NORMAL,32635360
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,30,30-ZONA 30 - TERMINAL,16,16-COL. VIRGEN STELA MARYS,2,NORMAL,28223516
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,30,30-ZONA 30 - TERMINAL,16,16-COL. VIRGEN STELA MARYS,3,NORMAL,15077909
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,30,30-ZONA 30 - TERMINAL,16,16-COL. VIRGEN STELA MARYS,4,NORMAL,20023738
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,30,30-ZONA 30 - TERMINAL,16,16-COL. VIRGEN STELA MARYS,5,NORMAL,90305458
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,1,NORMAL,48492161
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,2,NORMAL,99868298
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,3,NORMAL,24140772
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,4,NORMAL,75555691
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,5,NORMAL,13222524
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,6,NORMAL,19840755
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,7,NORMAL,21458029
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,8,NORMAL,24705058
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,9,NORMAL,84579201
209,PARTIDO PATRIA QUERIDA,0,0-CAPITAL,0,0-ASUNCION,31,31-ZONA 31 - SAN PABLO,15,15-CENTRO EDUC. SAN PABLO,10,NORMAL,67915026
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,32,32-ZONA 32 - VILLA AURELIA,28,28-ESC. MCAL. FRANCISCO S. LOPEZ,1,NORMAL,62204944
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,0,0-CAPITAL,0,0-ASUNCION,32,32-ZONA 32 - VILLA AURELIA,28,28-ESC. MCAL. FRANCISCO S. LOPEZ,2,NORMAL,73379489
194,PARTIDO LIBERAL RADICAL AUTENTICO,0,0-CAPITAL,0,0-ASUNCION,32,32-ZONA 32 - VILLA AURELIA,28,28-ESC. MCAL. FRANCISCO S. LOPEZ,3,NORMAL,78047345
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,3,3-ESC. GRAL. BERNARDINO CABALLERO,18,NORMAL,32157059
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,3,3-ESC. GRAL. BERNARDINO CABALLERO,19,NORMAL,92044821
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,3,3-ESC. GRAL. BERNARDINO CABALLERO,20,NORMAL,97069253
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,501,501-ESC.PROF.JUAN ALVINO AVALOS,1,NORMAL,23453601
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,501,501-ESC.PROF.JUAN ALVINO AVALOS,2,NORMAL,12682579
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,501,501-ESC.PROF.JUAN ALVINO AVALOS,3,NORMAL,26406992
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,502,502-ESC. AGUAPETY,1,NORMAL,53851365
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,502,502-ESC. AGUAPETY,2,NORMAL,86662529
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,502,502-ESC. AGUAPETY,3,NORMAL,64312190
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,503,503-COL. DE SAN ANTONIO,1,NORMAL,84850673
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,503,503-COL. DE SAN ANTONIO,2,NORMAL,47472740
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,503,503-COL. DE SAN ANTONIO,3,NORMAL,71062128
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,504,504-ESC. CALLE 2 DE LA COL. B. GARAY,1,NORMAL,54110065
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,504,504-ESC. CALLE 2 DE LA COL. B. GARAY,2,NORMAL,84494705
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,0,0-CORONEL OVIEDO,128,128-CORONEL OVIEDO,504,504-ESC. CALLE 2 DE LA COL. B. GARAY,3,NORMAL,60262171
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,1,1-3 DE FEBRERO,129,129-3 DE FEBRERO,1,1-COL. NAC. 3 DE FEBRERO,1,NORMAL,92860745
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,1,1-3 DE FEBRERO,129,129-3 DE FEBRERO,1,1-COL. NAC. 3 DE FEBRERO,2,NORMAL,75255785
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,1,1-3 DE FEBRERO,129,129-3 DE FEBRERO,1,1-COL. NAC. 3 DE FEBRERO,3,NORMAL,80278722
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,1,1-3 DE FEBRERO,129,129-3 DE FEBRERO,1,1-COL. NAC. 3 DE FEBRERO,4,NORMAL,49448314
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,1,1-3 DE FEBRERO,129,129-3 DE FEBRERO,1,1-COL. NAC. 3 DE FEBRERO,5,NORMAL,61725435
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,1,1-3 DE FEBRERO,129,129-3 DE FEBRERO,1,1-COL. NAC. 3 DE FEBRERO,6,NORMAL,43838694
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,1,1-3 DE FEBRERO,129,129-3 DE FEBRERO,1,1-COL. NAC. 3 DE FEBRERO,7,NORMAL,97523479
194,PARTIDO LIBERAL RADICAL AUTENTICO,5,5-CAAGUAZU,1,1-3 DE FEBRERO,129,129-3 DE FEBRERO,1,1-COL. NAC. 3 DE FEBRERO,8,NORMAL,56315389
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,3,3-CAAGUAZU,130,130-CAAGUAZU,1,1-COL. NAC. SAN LORENZO,1,NORMAL,66908431
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,3,3-CAAGUAZU,130,130-CAAGUAZU,1,1-COL. NAC. SAN LORENZO,2,NORMAL,47838402
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,3,3-CAAGUAZU,130,130-CAAGUAZU,1,1-COL. NAC. SAN LORENZO,3,NORMAL,88209282
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,3,3-CAAGUAZU,130,130-CAAGUAZU,1,1-COL. NAC. SAN LORENZO,4,NORMAL,58343305
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,3,3-CAAGUAZU,130,130-CAAGUAZU,1,1-COL. NAC. SAN LORENZO,5,NORMAL,94744256
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,3,3-CAAGUAZU,130,130-CAAGUAZU,1,1-COL. NAC. SAN LORENZO,6,NORMAL,39071014
197,CONCERTACION NACIONAL PARA UN NUEVO PARAGUAY,5,5-CAAGUAZU,3,3-CAAGUAZU,130,130-CAAGUAZU,1,1-COL. NAC. SAN LORENZO,7,NORMAL,57561098
